task_id,conversation_type,duration_min,n_events_mean,event_rate_per_min,word_rate_wpm,words_sp1,words_sp2,wpm_sp1,wpm_sp2,ttr_sp1,ttr_sp2,silence_ratio,turn_count,turn_dur_mean,turn_dur_median,turn_dur_std,n_speaker_changes,fto_mean_s,fto_median_s,fto_n,speaker_balance,bc_rate_per_min,bc_ack_per_min,bc_cont_per_min,bc_react_per_min,int_rate_per_min,int_competitive_per_min,int_cooperative_per_min,int_floor_taking_per_min,int_non_floor_per_min,overlap_count_per_min,overlap_dur_s,laughter_rate_per_min,non_content_ratio,question_rate_per_min
4502,Switchboard,4.963,56.0,11.284,193.24,427,532,86.04,107.2,0.4403,0.4135,0.1683,22,13.395,8.61,14.437,21,0.136,0.194,21,0.4295,2.418,,,,0.0,,,0.0,0.0,1.209,2.54,1.411,0.0114,
4503,Switchboard,4.964,91.0,18.331,229.24,522,616,105.15,124.09,0.3831,0.3344,0.1178,43,7.201,3.112,8.028,42,-0.293,-0.292,42,0.4775,1.41,,,,1.612,,,1.612,0.0,5.439,13.18,1.41,0.0083,
4512,Switchboard,4.972,81.0,16.292,197.31,286,695,57.52,139.79,0.472,0.2791,0.2383,42,7.088,2.935,8.847,41,0.014,0.144,41,0.3286,1.408,,,,1.006,,,1.006,0.0,3.822,8.43,1.408,0.0074,
4519,Switchboard,4.985,54.0,10.833,162.3,541,268,108.54,53.77,0.4177,0.4776,0.2749,29,9.724,3.253,14.099,28,0.517,0.449,28,0.6972,2.006,,,,0.201,,,0.201,0.0,1.204,3.01,1.204,0.0064,1.003
4522,Switchboard,4.998,82.0,16.405,200.86,382,622,76.42,124.44,0.3586,0.4019,0.2036,35,8.543,5.92,10.648,34,0.007,0.049,34,0.4065,4.001,,,,0.4,,,0.2,0.2,3.601,4.25,1.0,0.0017,
4523,Switchboard,4.978,40.0,8.035,178.58,417,472,83.77,94.81,0.3981,0.4555,0.1874,14,21.063,11.644,21.637,13,0.209,0.165,13,0.4169,2.009,,,,0.201,,,0.201,0.0,1.004,1.31,1.406,0.0043,
4526,Switchboard,4.977,28.0,5.626,175.4,505,368,101.46,73.94,0.3802,0.3995,0.2622,9,32.675,22.216,35.559,8,0.553,0.635,8,0.5609,1.808,,,,0.201,,,0.201,0.0,0.603,1.0,0.201,0.0075,
4531,Switchboard,4.957,136.0,27.437,216.47,530,543,106.92,109.55,0.4189,0.3794,0.0867,59,5.017,2.176,6.485,58,0.02,0.052,58,0.458,2.219,,,,1.009,,,0.807,0.202,6.657,8.63,4.842,0.0094,
4540,Switchboard,4.984,94.0,18.86,230.34,317,831,63.6,166.73,0.4637,0.3225,0.1569,36,8.368,2.964,11.822,35,-0.071,-0.035,35,0.3367,6.019,,,,0.803,,,0.602,0.201,4.013,5.81,1.204,0.0019,
4548,Switchboard,4.995,62.0,12.412,186.58,532,400,106.5,80.08,0.3759,0.45,0.2478,24,12.405,4.434,15.788,23,0.086,0.305,23,0.5544,3.603,,,,0.801,,,0.801,0.0,1.802,3.95,0.4,0.0351,0.601
4555,Switchboard,4.976,73.0,14.67,201.77,310,694,62.3,139.47,0.4806,0.3948,0.1594,30,10.001,4.555,13.37,29,-0.055,-0.009,29,0.2964,1.608,,,,0.201,,,0.201,0.0,3.215,4.15,0.603,0.0149,
4559,Switchboard,4.985,88.0,17.654,171.93,607,250,121.78,50.15,0.4003,0.536,0.0977,27,11.107,6.31,15.067,26,-0.047,0.146,26,0.6743,2.809,,,,0.802,,,0.802,0.0,2.006,3.79,5.617,0.0112,
4565,Switchboard,4.966,82.0,16.513,163.11,543,267,109.35,53.77,0.3959,0.4494,0.2755,41,6.716,2.198,9.07,40,0.524,0.353,40,0.6846,2.819,,,,0.403,,,0.403,0.0,2.618,4.95,1.208,0.01,0.805
4570,Switchboard,4.992,99.0,19.832,224.36,786,334,157.45,66.91,0.3906,0.4701,0.1087,41,7.365,2.68,10.376,40,-0.069,0.13,40,0.6512,4.808,,,,0.801,,,0.801,0.0,3.606,6.97,3.005,0.0,
4572,Switchboard,4.976,73.0,14.67,159.97,485,311,97.47,62.5,0.3649,0.4598,0.298,32,9.005,3.385,15.354,31,0.306,0.266,31,0.5261,1.809,,,,0.804,,,0.804,0.0,3.014,4.08,0.0,0.0206,1.407
4576,Switchboard,4.989,72.0,14.432,171.38,551,304,110.45,60.94,0.4628,0.4836,0.166,27,10.716,5.872,11.978,26,0.36,0.21,26,0.692,3.207,,,,0.401,,,0.401,0.0,1.804,1.77,1.203,0.0124,
4588,Switchboard,4.996,73.0,14.611,189.54,457,490,91.47,98.07,0.407,0.4347,0.2191,26,10.984,6.73,10.379,25,0.554,0.235,25,0.4939,4.804,,,,0.4,,,0.4,0.0,1.401,2.62,1.401,0.0119,
4590,Switchboard,4.97,60.0,12.073,231.2,701,448,141.06,90.15,0.3994,0.3772,0.1419,28,10.787,4.736,14.027,27,-0.145,0.103,27,0.6285,2.415,,,,0.805,,,0.805,0.0,2.817,5.7,0.402,0.0064,
4594,Switchboard,4.97,94.0,18.915,199.21,449,541,90.35,108.86,0.4454,0.366,0.2486,36,7.818,3.2,9.893,35,0.45,0.319,35,0.4519,2.616,,,,0.402,,,0.402,0.0,2.012,2.44,4.024,0.0353,
4595,Switchboard,4.982,111.0,22.281,203.74,465,550,93.34,110.4,0.4108,0.3982,0.1423,56,5.489,3.886,5.949,55,-0.163,-0.005,55,0.4693,3.412,,,,2.208,,,2.208,0.0,6.223,10.59,0.201,0.0064,
4603,Switchboard,4.981,46.0,9.235,172.26,291,567,58.42,113.84,0.457,0.3757,0.2442,19,15.732,3.608,26.061,18,-0.006,0.103,18,0.4076,2.008,,,,0.602,,,0.602,0.0,2.008,3.51,0.402,0.0035,0.402
4605,Switchboard,4.779,109.0,22.807,186.43,571,320,119.48,66.96,0.3573,0.4531,0.2156,52,5.265,3.042,6.767,51,0.189,0.147,51,0.6425,3.976,,,,0.628,,,0.628,0.0,3.557,4.76,0.837,0.0347,2.092
4606,Switchboard,4.976,70.0,14.067,188.5,457,481,91.84,96.66,0.4158,0.4075,0.1378,29,9.833,5.948,11.265,28,0.461,0.315,28,0.4929,4.019,,,,0.402,,,0.402,0.0,1.206,1.64,2.412,0.0032,
4607,Switchboard,4.979,45.0,9.039,168.72,529,311,106.25,62.47,0.4197,0.4855,0.2784,21,13.863,3.371,20.384,20,0.351,0.297,20,0.5943,1.808,,,,0.201,,,0.201,0.0,0.803,1.05,0.803,0.0068,
4608,Switchboard,4.981,102.0,20.479,214.82,458,612,91.95,122.87,0.393,0.3938,0.1505,41,7.424,2.376,10.032,40,-0.14,-0.092,40,0.4529,6.023,,,,0.803,,,0.803,0.0,4.818,6.69,0.402,0.0064,0.803
4611,Switchboard,4.997,73.0,14.608,199.1,478,517,95.65,103.45,0.4331,0.4333,0.2124,26,11.663,2.274,18.664,25,-0.149,-0.093,25,0.458,3.602,,,,1.001,,,1.001,0.0,3.402,5.32,0.8,0.0041,0.6
4612,Switchboard,4.992,69.0,13.822,178.48,556,335,111.38,67.11,0.3885,0.5015,0.171,32,9.0,5.204,9.901,31,0.37,0.319,31,0.5816,2.003,,,,0.801,,,0.801,0.0,1.803,3.1,2.003,0.0111,
4615,Switchboard,4.985,51.0,10.232,191.39,653,301,131.0,60.39,0.2971,0.5249,0.1595,19,15.563,6.521,17.832,18,0.174,0.197,18,0.6784,3.009,,,,0.201,,,0.201,0.0,1.605,3.4,1.003,0.0044,0.602
4616,Switchboard,4.982,74.0,14.852,213.15,444,618,89.11,124.04,0.4167,0.4353,0.2047,38,7.648,3.2,8.388,37,0.207,0.23,37,0.4803,3.011,,,,0.401,,,0.401,0.0,2.208,3.13,1.405,0.0043,
4617,Switchboard,4.98,99.0,19.88,180.93,425,476,85.35,95.59,0.4565,0.4097,0.241,39,7.477,3.748,8.258,38,0.182,0.224,38,0.5047,5.221,,,,1.004,,,1.004,0.0,3.213,4.73,2.008,0.004,0.803
4618,Switchboard,4.975,63.0,12.662,188.32,653,284,131.24,57.08,0.3461,0.4894,0.2173,33,9.041,4.431,11.98,32,0.004,0.107,32,0.6983,2.412,,,,0.804,,,0.804,0.0,3.015,5.24,0.201,0.0009,1.005
4619,Switchboard,4.984,49.0,9.831,213.68,703,362,141.05,72.63,0.33,0.4862,0.1725,23,13.02,9.091,13.631,22,-0.044,0.091,22,0.62,2.408,,,,0.201,,,0.201,0.0,2.006,1.93,0.0,0.0029,1.204
4622,Switchboard,4.975,59.0,11.858,167.82,228,607,45.82,122.0,0.5439,0.369,0.2883,19,15.458,4.906,17.033,18,0.226,0.206,18,0.2962,3.618,,,,0.0,,,0.0,0.0,1.005,1.28,1.005,0.0235,0.804
4624,Switchboard,5.008,69.0,13.778,228.63,630,515,125.8,102.83,0.4048,0.433,0.1369,34,8.726,6.484,8.589,33,0.107,0.14,33,0.4922,1.997,,,,0.399,,,0.2,0.2,1.997,3.29,1.398,0.0084,
4626,Switchboard,5.004,54.0,10.792,206.24,716,316,143.09,63.15,0.3575,0.4873,0.2612,15,19.662,8.531,21.714,14,0.337,0.29,14,0.6652,3.397,,,,0.0,,,0.0,0.0,0.799,1.19,2.598,0.0061,0.6
4628,Switchboard,4.985,48.0,9.63,177.35,296,588,59.38,117.96,0.4459,0.3469,0.1932,12,24.608,13.603,31.621,11,0.244,0.408,11,0.2832,5.617,,,,0.201,,,0.201,0.0,0.802,0.43,0.0,0.0033,1.806
4629,Switchboard,4.995,49.0,9.809,159.55,336,461,67.26,92.29,0.4702,0.3557,0.2759,27,10.657,8.022,11.544,26,0.451,0.461,26,0.4336,1.201,,,,0.2,,,0.2,0.0,0.601,0.52,1.001,0.0107,
4630,Switchboard,4.976,106.0,21.302,193.93,630,335,126.61,67.32,0.3444,0.397,0.2215,54,5.472,1.546,7.95,53,0.053,0.134,53,0.695,3.818,,,,1.608,,,1.608,0.0,5.024,8.3,1.005,0.0061,1.005
4633,Switchboard,4.972,79.0,15.89,197.72,474,509,95.34,102.38,0.4051,0.3929,0.1645,36,8.23,2.185,11.314,35,0.055,0.17,35,0.5107,3.822,,,,0.402,,,0.402,0.0,1.81,2.8,1.207,0.0119,0.805
4637,Switchboard,4.978,97.0,19.485,205.1,617,404,123.94,81.15,0.4149,0.453,0.1956,51,5.801,3.454,7.741,50,0.037,0.178,50,0.5795,3.214,,,,1.004,,,1.004,0.0,3.616,8.41,1.004,0.0079,
4638,Switchboard,4.973,50.0,10.054,198.46,565,422,113.61,84.85,0.3752,0.4265,0.2136,22,13.2,8.674,13.681,21,0.352,0.468,21,0.596,2.413,,,,0.402,,,0.402,0.0,1.005,2.73,1.206,0.0035,
4640,Switchboard,4.985,37.0,7.423,195.6,568,407,113.95,81.65,0.4067,0.4275,0.233,19,15.24,8.91,12.588,18,0.512,0.331,18,0.5495,1.003,,,,0.201,,,0.201,0.0,1.003,1.88,0.201,0.0097,
4641,Switchboard,4.986,70.0,14.039,192.93,325,637,65.18,127.75,0.4615,0.4207,0.1555,33,8.694,5.732,8.849,32,0.326,0.257,32,0.2816,1.003,,,,1.003,,,1.003,0.0,2.808,5.49,2.607,0.0046,
4642,Switchboard,4.982,49.0,9.835,174.41,259,610,51.98,122.43,0.5328,0.3541,0.2351,24,12.155,2.459,17.961,23,0.292,0.314,23,0.3289,3.412,,,,0.201,,,0.201,0.0,1.004,1.77,0.201,0.0009,1.004
4643,Switchboard,4.981,123.0,24.695,221.85,709,396,142.35,79.5,0.3766,0.4167,0.0991,58,5.321,2.464,6.266,57,-0.172,-0.058,57,0.6214,2.61,,,,1.004,,,1.004,0.0,6.826,11.32,1.004,0.0172,2.61
4644,Switchboard,4.982,69.0,13.849,184.85,544,377,109.18,75.67,0.3768,0.4695,0.1515,25,12.116,7.139,16.851,24,-0.187,0.119,24,0.5764,5.018,,,,0.602,,,0.602,0.0,2.408,2.87,0.803,0.0025,0.201
4646,Switchboard,4.961,50.0,10.079,172.76,439,418,88.5,84.26,0.4009,0.4426,0.2418,19,14.902,11.163,14.171,18,0.801,0.838,18,0.5404,4.032,,,,0.202,,,0.202,0.0,0.806,2.81,0.0,0.0074,0.403
4649,Switchboard,4.982,79.0,15.856,198.3,736,252,147.72,50.58,0.3587,0.5476,0.255,32,9.035,4.425,10.661,31,0.232,0.374,31,0.7107,4.014,,,,1.004,,,1.004,0.0,1.606,2.78,1.204,0.0237,0.602
4650,Switchboard,4.986,68.0,13.639,211.41,721,333,144.62,66.79,0.3759,0.3664,0.1708,21,14.106,7.438,16.098,20,0.128,0.098,20,0.67,4.413,,,,0.201,,,0.201,0.0,1.605,1.83,2.407,0.0032,
4655,Switchboard,4.991,42.0,8.415,193.15,829,135,166.1,27.05,0.304,0.6148,0.1903,17,17.737,1.715,31.489,16,-0.138,0.047,16,0.8669,2.204,,,,0.401,,,0.401,0.0,1.603,2.67,0.2,0.0041,0.2
4659,Switchboard,4.99,55.0,11.022,176.36,426,454,85.37,90.98,0.439,0.4317,0.2398,23,12.565,3.357,20.828,22,0.47,0.614,22,0.499,2.806,,,,0.601,,,0.401,0.2,1.403,2.54,1.403,0.002,0.401
4660,Switchboard,4.972,94.0,18.907,176.4,449,428,90.31,86.09,0.3764,0.4065,0.2652,30,9.815,2.545,15.385,29,0.06,0.109,29,0.5363,5.028,,,,0.402,,,0.402,0.0,2.615,2.91,2.816,0.023,0.805
4661,Switchboard,5.006,42.0,8.389,197.95,380,611,75.9,122.04,0.4974,0.3961,0.1488,19,16.178,3.393,23.572,18,-0.506,-0.061,18,0.3908,2.197,,,,1.398,,,1.398,0.0,1.997,4.39,0.0,0.0038,
4664,Switchboard,4.97,73.0,14.689,199.61,481,511,96.79,102.82,0.3909,0.3855,0.1651,47,6.154,5.17,7.663,46,0.194,0.208,46,0.4741,2.415,,,,0.604,,,0.604,0.0,1.811,1.72,0.805,0.0001,
4666,Switchboard,4.953,103.0,20.795,201.49,336,662,67.84,133.65,0.4167,0.3822,0.1476,44,6.736,2.598,9.398,43,0.016,0.059,43,0.373,3.23,,,,0.404,,,0.404,0.0,4.038,6.15,1.615,0.0198,2.221
4667,Switchboard,4.976,22.0,4.421,170.22,593,254,119.17,51.04,0.3474,0.4016,0.3365,8,37.071,11.592,44.408,7,0.164,0.248,7,0.6982,1.407,,,,0.201,,,0.201,0.0,0.603,0.99,0.201,0.0021,
4669,Switchboard,4.997,91.0,18.21,171.49,277,580,55.43,116.06,0.4982,0.4121,0.2328,46,5.939,4.046,5.481,45,0.591,0.386,45,0.3375,4.602,,,,0.0,,,0.0,0.0,1.001,1.57,2.001,0.0041,
4674,Switchboard,4.973,80.0,16.086,198.86,296,693,59.52,139.34,0.527,0.3622,0.0982,32,9.289,3.921,11.351,31,0.033,0.375,31,0.2789,2.212,,,,0.603,,,0.603,0.0,2.212,5.92,4.222,0.0048,
4675,Switchboard,4.986,125.0,25.069,226.63,502,628,100.68,125.95,0.3904,0.3885,0.1627,59,5.025,2.609,6.916,58,0.031,0.171,58,0.4754,6.217,,,,1.404,,,1.404,0.0,4.212,6.84,1.003,0.0075,1.203
4679,Switchboard,4.981,58.0,11.645,172.66,576,284,115.64,57.02,0.3646,0.4401,0.2472,21,13.979,6.804,16.616,20,0.258,0.17,20,0.5956,3.212,,,,0.0,,,0.0,0.0,1.606,1.8,0.201,0.0156,0.803
4680,Switchboard,5.001,51.0,10.198,179.96,343,557,68.58,111.38,0.4577,0.368,0.2151,17,16.968,15.341,21.653,16,0.621,0.328,16,0.4115,3.799,,,,0.4,,,0.4,0.0,0.8,1.53,1.6,0.006,
4681,Switchboard,4.971,117.0,23.538,202.59,730,277,146.86,55.73,0.363,0.509,0.144,47,6.368,2.75,8.72,46,-0.041,0.119,46,0.7418,3.018,,,,1.609,,,1.408,0.201,4.828,10.24,4.225,0.0167,1.408
4682,Switchboard,4.97,38.0,7.646,205.45,410,611,82.5,122.95,0.4341,0.383,0.1164,10,29.597,17.882,29.799,9,0.185,0.149,9,0.3934,3.421,,,,0.0,,,0.0,0.0,0.201,0.44,0.402,0.0065,0.402
4684,Switchboard,5.001,28.0,5.599,173.16,404,462,80.78,92.38,0.4208,0.3983,0.2726,13,22.543,18.423,24.086,12,0.561,0.304,12,0.4639,1.0,,,,0.0,,,0.0,0.0,0.4,0.25,0.0,0.0082,
4687,Switchboard,4.997,72.0,14.408,201.51,573,434,114.66,86.85,0.4206,0.4631,0.1674,26,11.601,7.727,11.752,25,-0.082,0.175,25,0.6341,4.002,,,,0.2,,,0.2,0.0,2.201,3.48,1.801,0.0085,
4688,Switchboard,4.992,64.0,12.82,195.91,470,508,94.15,101.76,0.4277,0.3878,0.1803,21,14.099,4.452,18.257,20,0.072,0.17,20,0.4684,4.207,,,,0.601,,,0.601,0.0,1.402,2.29,1.603,0.0067,0.801
4691,Switchboard,4.974,129.0,25.933,227.76,383,750,76.99,150.77,0.4099,0.3467,0.1162,50,6.281,2.375,8.616,49,-0.32,-0.224,49,0.3938,4.624,,,,1.608,,,1.608,0.0,7.237,14.26,2.01,0.0191,1.608
4693,Switchboard,4.977,71.0,14.265,202.53,475,533,95.44,107.09,0.4232,0.4109,0.2272,35,8.292,3.729,10.836,34,0.246,0.112,34,0.4602,2.612,,,,0.603,,,0.603,0.0,2.813,4.29,1.206,0.0049,
4695,Switchboard,4.982,43.0,8.63,206.93,386,645,77.47,129.45,0.4896,0.4,0.1856,17,17.568,9.051,19.471,16,0.01,0.15,16,0.401,3.011,,,,0.602,,,0.602,0.0,1.004,1.94,0.803,0.0005,
4696,Switchboard,4.98,55.0,11.045,183.14,504,408,101.21,81.93,0.4464,0.4534,0.2203,19,14.978,10.346,12.589,18,0.786,0.753,18,0.5747,3.414,,,,0.201,,,0.201,0.0,0.602,1.56,2.41,0.0045,
4697,Switchboard,4.999,75.0,15.003,200.84,427,577,85.42,115.42,0.4333,0.3865,0.1833,32,9.431,3.456,11.633,31,-0.075,0.164,31,0.4279,4.001,,,,1.2,,,1.2,0.0,3.001,3.47,1.0,0.0052,0.6
4698,Switchboard,5.003,50.0,9.995,171.71,369,490,73.76,97.95,0.4661,0.398,0.2238,24,11.894,5.57,14.191,23,0.537,0.249,23,0.4917,3.398,,,,0.2,,,0.2,0.0,0.6,0.33,0.4,0.005,1.399
4702,Switchboard,4.982,39.0,7.828,161.57,472,333,94.73,66.83,0.4174,0.4715,0.2109,15,20.042,7.19,23.845,14,-0.128,0.277,14,0.5857,2.007,,,,0.602,,,0.401,0.201,1.004,3.62,0.602,0.0159,
4703,Switchboard,4.977,48.0,9.644,181.83,651,254,130.8,51.03,0.3303,0.4882,0.2031,23,13.16,4.298,21.572,22,-0.196,-0.001,22,0.7316,2.411,,,,0.804,,,0.603,0.201,2.411,4.48,0.0,0.0,2.813
4707,Switchboard,4.982,88.0,17.662,191.87,622,334,124.84,67.04,0.4293,0.488,0.2894,42,6.651,2.26,9.813,41,0.472,0.386,41,0.6764,2.007,,,,0.201,,,0.201,0.0,2.007,2.76,1.405,0.0303,0.602
4709,Switchboard,4.991,73.0,14.626,182.93,518,395,103.79,79.14,0.4054,0.4962,0.2153,34,8.49,4.91,8.997,33,0.326,0.243,33,0.5808,4.208,,,,0.0,,,0.0,0.0,1.603,2.11,1.002,0.0045,1.603
4710,Switchboard,4.976,74.0,14.871,192.72,566,393,113.75,78.98,0.3816,0.4122,0.1802,31,9.554,1.664,14.369,30,0.06,0.026,30,0.5834,4.421,,,,0.0,,,0.0,0.0,2.211,3.2,0.402,0.0101,
4716,Switchboard,4.992,81.0,16.226,215.34,687,388,137.62,77.72,0.345,0.3969,0.1791,28,10.82,3.267,14.812,27,-0.256,-0.015,27,0.6812,6.01,,,,0.801,,,0.801,0.0,3.205,5.94,0.0,0.0054,0.0
4717,Switchboard,4.987,67.0,13.434,185.47,643,282,128.93,56.54,0.4277,0.5319,0.1811,32,8.801,6.064,7.047,31,0.566,0.425,31,0.7056,1.604,,,,0.401,,,0.401,0.0,1.604,2.66,2.406,0.0123,
4718,Switchboard,4.397,89.0,20.242,207.19,307,604,69.82,137.37,0.4007,0.3775,0.2637,42,5.979,1.445,8.246,41,0.261,0.129,41,0.3837,5.913,,,,0.0,,,0.0,0.0,2.957,3.99,0.455,0.0055,
4720,Switchboard,4.992,101.0,20.232,186.5,578,353,115.78,70.71,0.3962,0.4618,0.2353,41,7.174,3.94,7.596,40,0.132,0.179,40,0.566,3.005,,,,0.401,,,0.401,0.0,2.404,2.87,2.604,0.0271,0.801
4721,Switchboard,4.976,100.0,20.096,200.56,611,387,122.79,77.77,0.3552,0.3953,0.1898,45,6.729,3.226,9.975,44,-0.124,-0.086,44,0.6242,3.818,,,,1.809,,,1.809,0.0,5.024,12.69,1.206,0.0072,1.608
4723,Switchboard,4.973,101.0,20.308,201.07,682,318,137.13,63.94,0.3636,0.5252,0.1029,42,7.244,4.634,8.087,41,-0.174,-0.185,41,0.6451,1.407,,,,0.804,,,0.804,0.0,5.429,12.13,3.418,0.0173,1.609
4725,Switchboard,4.973,79.0,15.885,202.88,772,237,155.23,47.65,0.3277,0.4684,0.1524,33,8.971,1.515,15.918,32,0.062,0.147,32,0.7511,3.217,,,,0.603,,,0.603,0.0,2.212,3.46,1.609,0.0167,1.81
4726,Switchboard,4.959,107.0,21.577,226.06,602,519,121.4,104.66,0.3272,0.3256,0.1901,48,6.09,2.867,7.892,47,0.095,0.064,47,0.5833,4.638,,,,1.008,,,1.008,0.0,4.235,5.62,0.202,0.0217,0.605
4728,Switchboard,4.986,127.0,25.47,231.24,505,648,101.28,129.96,0.4059,0.3673,0.1752,56,5.244,1.966,7.603,55,0.094,0.207,55,0.4292,4.011,,,,0.802,,,0.802,0.0,4.212,7.41,2.206,0.0273,0.802
4733,Switchboard,4.975,119.0,23.917,218.47,764,323,153.55,64.92,0.3495,0.4644,0.0981,51,6.354,2.973,9.148,50,-0.513,-0.201,50,0.6783,4.422,,,,2.211,,,2.211,0.0,6.833,20.37,1.005,0.0107,2.211
4734,Switchboard,4.985,59.0,11.837,198.01,480,507,96.3,101.71,0.4458,0.4063,0.1417,26,11.495,2.732,14.76,25,0.007,0.111,25,0.5103,1.605,,,,0.401,,,0.401,0.0,2.006,3.41,1.404,0.011,
4735,Switchboard,4.979,42.0,8.435,178.14,626,261,125.72,52.42,0.3307,0.4943,0.182,11,27.162,14.131,28.078,10,-0.073,-0.022,10,0.6654,4.619,,,,0.201,,,0.201,0.0,1.205,1.49,0.0,0.0039,0.402
4736,Switchboard,4.982,22.0,4.416,185.25,644,279,129.25,56.0,0.368,0.5591,0.1911,8,36.923,24.013,40.088,7,0.449,0.529,7,0.686,0.803,,,,0.0,,,0.0,0.0,0.201,0.59,0.0,0.0096,0.201
4745,Switchboard,4.981,61.0,12.247,203.98,632,384,126.89,77.1,0.3766,0.401,0.1437,26,11.666,2.143,21.325,25,-0.181,0.126,25,0.647,4.015,,,,1.004,,,0.803,0.201,2.208,5.69,0.201,0.0016,0.0
4746,Switchboard,4.995,122.0,24.423,194.39,443,528,88.68,105.7,0.4266,0.4167,0.0776,41,7.372,3.424,7.904,40,-0.078,0.083,40,0.478,5.605,,,,1.001,,,1.001,0.0,3.804,10.2,4.404,0.0149,
4749,Switchboard,4.972,76.0,15.286,198.92,571,418,114.85,84.07,0.4291,0.445,0.123,25,11.738,5.148,16.086,24,0.184,0.155,24,0.5987,3.017,,,,0.402,,,0.402,0.0,1.609,1.77,3.822,0.0208,
4752,Switchboard,4.993,62.0,12.418,199.9,386,612,77.31,122.58,0.399,0.3644,0.1575,22,13.403,7.089,13.826,21,0.196,0.143,21,0.434,5.809,,,,0.2,,,0.2,0.0,1.001,1.37,0.0,0.0073,0.601
4756,Switchboard,4.994,46.0,9.212,175.02,606,268,121.35,53.67,0.429,0.5634,0.1403,14,21.165,15.142,18.099,13,0.239,0.647,13,0.7258,2.003,,,,0.401,,,0.401,0.0,1.001,3.35,1.202,0.0113,
4758,Switchboard,4.994,80.0,16.02,177.63,352,535,70.49,107.14,0.3949,0.4037,0.1893,25,11.792,6.112,14.33,24,0.146,0.156,24,0.4333,5.006,,,,0.0,,,0.0,0.0,1.602,2.57,2.203,0.0085,1.001
4759,Switchboard,4.963,125.0,25.188,189.82,381,561,76.77,113.04,0.3491,0.4171,0.1441,48,6.356,3.343,8.695,47,-0.158,0.011,47,0.414,5.239,,,,2.015,,,1.814,0.202,5.239,12.43,2.821,0.0285,0.202
4761,Switchboard,4.967,88.0,17.717,196.5,745,231,149.99,46.51,0.3477,0.4762,0.172,31,9.496,2.423,18.391,30,0.073,0.015,30,0.7587,5.637,,,,0.403,,,0.403,0.0,3.221,5.33,0.805,0.0075,
4765,Switchboard,4.972,78.0,15.689,222.25,531,574,106.8,115.45,0.3766,0.4059,0.1719,30,10.424,3.395,14.229,29,-0.519,-0.253,29,0.5468,2.011,,,,2.414,,,2.011,0.402,5.23,14.32,0.805,0.0145,1.006
4769,Switchboard,4.977,99.0,19.891,139.24,301,392,60.48,78.76,0.4419,0.477,0.2552,36,7.845,2.688,10.553,35,0.423,0.244,35,0.4138,3.215,,,,0.603,,,0.603,0.0,2.009,3.71,4.219,0.0215,
4770,Switchboard,4.99,51.0,10.221,175.15,669,205,134.07,41.08,0.3602,0.5317,0.1766,17,17.592,7.347,19.242,16,-0.007,0.227,16,0.7563,2.605,,,,0.401,,,0.401,0.0,1.202,2.97,1.202,0.0069,0.601
4771,Switchboard,4.991,30.0,6.011,188.34,557,383,111.6,76.74,0.4129,0.423,0.1832,15,19.506,17.931,15.675,14,0.486,0.36,14,0.6656,1.202,,,,0.0,,,0.0,0.0,0.401,0.68,0.801,0.0034,0.0
4774,Switchboard,4.993,104.0,20.831,199.1,379,615,75.91,123.18,0.3377,0.3642,0.1341,34,8.87,4.05,9.519,33,-0.062,0.123,33,0.3741,6.209,,,,0.601,,,0.601,0.0,2.404,4.19,2.203,0.0258,0.401
4784,Switchboard,4.964,45.0,9.065,184.32,556,359,112.0,72.32,0.3813,0.4986,0.253,20,14.648,6.18,15.857,19,0.251,0.282,19,0.602,1.612,,,,0.201,,,0.201,0.0,1.007,2.4,0.201,0.0176,0.403
4785,Switchboard,5.005,155.0,30.967,216.57,496,588,99.09,117.47,0.3952,0.3622,0.1599,70,4.299,2.159,4.978,69,-0.01,0.067,69,0.4426,4.795,,,,2.198,,,2.198,0.0,6.992,12.37,2.997,0.009,2.997
4787,Switchboard,4.993,90.0,18.027,178.27,350,540,70.1,108.16,0.4543,0.3963,0.2147,40,7.558,2.95,11.259,39,-0.085,-0.109,39,0.3927,2.804,,,,0.801,,,0.801,0.0,4.206,11.8,1.202,0.0101,
4788,Switchboard,4.985,63.0,12.639,183.37,702,212,140.83,42.53,0.3191,0.5613,0.1466,27,11.235,2.056,19.9,26,-0.167,0.0,26,0.7183,2.809,,,,0.802,,,0.802,0.0,2.809,8.25,1.003,0.0024,1.204
4792,Switchboard,4.981,114.0,22.888,199.77,289,706,58.02,141.74,0.5017,0.3739,0.2283,52,5.537,2.644,5.855,51,0.213,0.179,51,0.3108,4.417,,,,0.402,,,0.402,0.0,3.413,4.1,3.815,0.0025,0.803
4796,Switchboard,5.008,86.0,17.172,169.73,254,596,50.72,119.01,0.4685,0.396,0.2185,27,11.036,2.239,17.411,26,0.095,0.19,26,0.3168,4.992,,,,0.2,,,0.2,0.0,1.997,3.05,2.196,0.0214,0.799
4798,Switchboard,4.961,87.0,17.538,217.31,665,413,134.06,83.26,0.3789,0.3947,0.1278,26,11.762,4.058,15.756,25,-0.333,-0.264,25,0.5953,4.233,,,,1.008,,,0.806,0.202,4.233,10.32,0.403,0.0373,
